Orthogroup	d
OG0011614	catalytic activity:peptidyl-prolyl cis-trans isomerase activity
OG0011615	unknown:guanyl-nucleotide exchange factor activity
OG0011618	catalytic activity:methyltransferase activity; chlorophyll biosynthetic process; magnesium protoporphyrin IX methyltransferase activity
OG0011619	immune/defense:plasma membrane; plasmodesma; defense response to other organism
OG0011620	binding:nucleic acid binding; zinc ion binding; hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides; protein binding; nucleus; DNA repair; phosphoric diester hydrolase activity
OG0011621	binding:RNA binding; RNA modification
OG0011622	carbohydrate metabolism:hydrolase activity, hydrolyzing O-glycosyl compounds; cell wall; xyloglucan:xyloglucosyl transferase activity; glucan metabolic process; apoplast; carbohydrate metabolic process
OG0011623	catalytic activity:lyase activity
OG0011624	catalytic activity:cytosol; NA; metalloaminopeptidase activity
OG0011625	transport:membrane; transmembrane transporter activity; transmembrane transport
OG0011626	unknown:Arp2/3 protein complex; actin cytoskeleton; Arp2/3 complex-mediated actin nucleation; regulation of actin filament polymerization
OG0011627	catalytic activity:lipid metabolic process; phospholipase A1 activity
OG0011628	binding:protein kinase activity; ATP binding; protein phosphorylation
OG0011629	transport:protein binding; protein serine/threonine kinase activity; late endosome; protein targeting to vacuole; macroautophagy; autophagy of peroxisome; phosphatidylinositol 3-kinase complex, class III, type I; phosphatidylinositol 3-kinase complex, class III, type II; late endosome to vacuole transport; nucleus-vacuole junction; protein kinase activity; ATP binding; protein phosphorylation
OG0011630	unknown:chloroplast
OG0011631	binding; catalytic activity:peptidyl-prolyl cis-trans isomerase activity; protein binding; protein peptidyl-prolyl isomerization; cytoplasm; chaperone-mediated protein folding
OG0011632	binding:protein kinase activity; ATP binding; protein phosphorylation
OG0011633	binding:actin binding; actin cytoskeleton organization; actin nucleation; actin filament binding
OG0011634	transport:monoatomic cation transport; intracellular calcium ion homeostasis; monoatomic cation transmembrane transporter activity; calcium:proton antiporter activity; membrane; calcium ion transmembrane transport; calcium ion binding; transmembrane transport
OG0011635	catalytic activity:ubiquitin-protein transferase activity; protein ubiquitination; ubiquitin protein ligase activity
OG0011636	binding:RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; regulation of transcription by RNA polymerase II; DNA binding; protein dimerization activity
OG0011637	transport:transmembrane transporter activity; transmembrane transport
OG0011638	catalytic activity:UDP-glucosyltransferase activity; UDP-glycosyltransferase activity
OG0011639	catalytic activity:glycosyltransferase activity
OG0011640	unknown:manganese ion transmembrane transporter activity; intracellular manganese ion homeostasis
OG0011641	binding:metal ion binding; protein binding
OG0011642	binding:RNA binding; RNA modification; zinc ion binding
OG0011643	binding:zinc ion binding; RNA binding; RNA modification
OG0011644	binding:protein kinase activity; ATP binding; protein phosphorylation
OG0011645	binding:zinc ion binding; RNA binding; RNA modification; protein binding
OG0011646	catalytic activity:membrane; glycosyltransferase activity; glucuronosyltransferase activity
OG0011647	binding:RNA binding; RNA modification; zinc ion binding; protein binding
OG0011649	binding:protein heterodimerization activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; nucleus; regulation of transcription by RNA polymerase II
OG0011650	binding:RNA binding; RNA modification
OG0011652	binding:protein kinase activity; ATP binding; protein phosphorylation; carbohydrate binding
OG0011654	transport:membrane; transmembrane transporter activity; transmembrane transport
OG0011655	binding:protein binding; RNA binding; RNA modification
OG0011656	binding:RNA binding; RNA modification; protein binding
OG0011657	transport:potassium ion transport; potassium ion transmembrane transporter activity; membrane; potassium ion transmembrane transport
OG0011658	binding:RNA binding; RNA modification; zinc ion binding
OG0011659	transport:protein localization; protein transport
OG0011661	binding:protein kinase activity; ATP binding; protein phosphorylation
OG0011664	binding:mitochondrion; protein binding
OG0011666	binding:flavin adenine dinucleotide binding; oxidoreductase activity; FAD binding
OG0011667	transport:exocyst; phosphatidylinositol-4,5-bisphosphate binding; exocytosis
OG0011668	binding:protein binding
OG0011670	binding:protein binding
OG0011671	binding:protein binding
OG0011672	binding:calcium ion binding; calcium-dependent phospholipid binding; phosphatidylserine binding; cytoplasm; plasma membrane; response to heat; response to cold; response to water deprivation; response to salt stress
OG0011673	binding:protein binding; nucleus
OG0011674	binding:ATP binding; ATP hydrolysis activity
OG0011675	catalytic activity:UDP-glycosyltransferase activity; UDP-glucosyltransferase activity
OG0011676	binding:protein serine/threonine kinase activity; protein phosphorylation; signal transduction; protein kinase activity; ATP binding
OG0011677	binding:protein kinase activity; protein phosphorylation; ATP binding; transmembrane receptor protein tyrosine kinase activity; plasma membrane; plasmodesma; protein autophosphorylation
OG0011678	unknown:membrane
OG0011681	unknown:nucleus; mRNA transcription; response to light stimulus
OG0011684	transport:mitochondrial outer membrane; intracellular protein transport
OG0011686	transport:ATP:ADP antiporter activity; mitochondrial inner membrane; mitochondrial ADP transmembrane transport; mitochondrial ATP transmembrane transport
OG0011689	binding:mitochondrial outer membrane; regulation of autophagy; 2 iron, 2 sulfur cluster binding; intracellular membrane-bounded organelle
OG0011691	signaling:plasmodesma; calcium-mediated signaling
OG0011693	catalytic activity:Golgi membrane; galactosyltransferase activity; glycoprotein biosynthetic process; membrane; glycosyltransferase activity; hexosyltransferase activity
OG0011694	unknown:catalytic activity; nucleoside metabolic process
OG0011696	binding:nucleic acid binding
OG0011697	binding:double-strand break repair via homologous recombination; DNA binding
OG0011699	binding:metal ion binding; agmatinase activity; putrescine biosynthetic process from arginine, using agmatinase
OG0011700	binding:signal transduction; ADP binding; defense response
OG0011701	signaling:phosphorelay signal transduction system; cytokinin-activated signaling pathway; DNA-binding transcription factor activity; nucleus; regulation of DNA-templated transcription
OG0011702	binding:protein binding
OG0011703	transport:SNAP receptor activity; endoplasmic reticulum; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum; SNARE complex
OG0011704	unknown:SCF ubiquitin ligase complex; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
OG0011705	binding:nickel cation binding
OG0011706	unknown:membrane
OG0011709	unknown:plasma membrane; electron transfer activity
OG0011710	binding:protein binding
OG0011711	binding:signal transduction; protein kinase activity; ATP binding; protein phosphorylation; protein serine/threonine kinase activity
OG0011715	binding:cytoplasm; peptide biosynthetic process; translation elongation factor activity; translational elongation
OG0011716	binding:nucleic acid binding; intracellular membrane-bounded organelle; developmental process
OG0011717	unknown:ribosomal small subunit assembly; structural constituent of ribosome; mitochondrial small ribosomal subunit; ribosome; translation
OG0011718	transport:carbohydrate transmembrane transporter activity; membrane; transmembrane transporter activity; transmembrane transport
OG0011719	binding:protein kinase activity; protein phosphorylation; ATP binding
OG0011720	unknown:purine nucleoside transmembrane transporter activity; membrane
OG0011721	binding:calcium ion binding
OG0011722	unknown:cytosol
OG0011723	binding:protein binding
OG0011724	unknown:electron transfer activity; plasma membrane
OG0011725	transport:endoplasmic reticulum; endoplasmic reticulum membrane; intracellular protein transport; endoplasmic reticulum to Golgi vesicle-mediated transport; membrane; protein localization to endoplasmic reticulum exit site
OG0011726	unknown:regulation of DNA repair
OG0011727	binding:DNA-directed 5'-3' RNA polymerase activity; DNA-templated transcription; protein dimerization activity; RNA polymerase I activity; RNA polymerase III activity; RNA polymerase III complex; RNA polymerase I complex
OG0011728	binding:protein binding; regulation of ubiquitin-dependent protein catabolic process
OG0011729	carbohydrate metabolism:cell wall; xyloglucan:xyloglucosyl transferase activity; glucan metabolic process; apoplast; hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process
OG0011730	unknown:oligosaccharyltransferase complex; glycoprotein biosynthetic process
OG0011731	binding:nucleic acid binding; zinc ion binding
OG0011732	binding:protein binding
OG0011733	binding:structural constituent of ribosome; ribosome; translation; rRNA binding; small ribosomal subunit rRNA binding
OG0011734	binding:RNA binding; nucleotide binding; aminoacyl-tRNA ligase activity; ATP binding; tRNA aminoacylation for protein translation; tyrosine-tRNA ligase activity; mitochondrion; cytosol; chloroplast stroma; tRNA aminoacylation
OG0011735	binding:cytoplasm; protein binding
OG0011737	transport:endoplasmic reticulum lumen; endoplasmic reticulum unfolded protein response; retrograde protein transport, ER to cytosol; ERAD pathway
OG0011740	transport:membrane; transmembrane transporter activity; transmembrane transport
OG0011742	catalytic activity:cytosol; oxidoreductase activity
OG0011743	catalytic activity:polygalacturonase activity; carbohydrate metabolic process
OG0011744	unknown:electron transfer activity
OG0011747	unknown:response to auxin
OG0011748	transport:cytoplasm; intermembrane lipid transfer; lipid transfer activity; cytosol; membrane; ceramide transport; ceramide 1-phosphate binding; ceramide 1-phosphate transfer activity
OG0011749	binding:response to reactive oxygen species; peroxidase activity; cellular response to oxidative stress; hydrogen peroxide catabolic process; response to oxidative stress; heme binding
OG0011750	catalytic activity:aminoacyl-tRNA editing activity
OG0011751	catalytic activity:serine-type endopeptidase activity; membrane
OG0011752	binding:zinc ion binding; endoplasmic reticulum membrane; ERAD pathway
OG0011753	binding:metallocarboxypeptidase activity; proteolysis; zinc ion binding; extracellular space
OG0011754	binding; unknown:tRNA wobble uridine modification; cytoplasm; cytosol; tRNA methylation; GTP binding
OG0011757	binding:monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding
OG0011759	carbohydrate metabolism:glucose-6-phosphate isomerase activity; cytosol; gluconeogenesis; glycolytic process; monosaccharide binding; glucose 6-phosphate metabolic process; carbohydrate derivative binding; carbohydrate derivative metabolic process
OG0011760	catalytic activity:hydrolase activity, acting on ester bonds
OG0011763	binding:iron ion binding; lipid biosynthetic process
OG0011765	binding:peroxidase activity; response to oxidative stress; heme binding
OG0011767	binding:pseudouridine synthesis; RNA binding; nucleus; cytoplasm; RNA modification; pseudouridine synthase activity; tRNA pseudouridine synthesis; mRNA pseudouridine synthesis
OG0011768	unknown:mRNA splicing, via spliceosome; U4/U6 x U5 tri-snRNP complex; spliceosomal complex; U5 snRNP
OG0011769	unknown:cell redox homeostasis
OG0011770	unknown:mitochondrial envelope; mitochondrial electron transport, cytochrome c to oxygen
OG0011771	binding:protein binding; RNA binding; RNA modification; zinc ion binding
OG0011774	transport:ATP binding; ATP hydrolysis activity; membrane; transmembrane transport; ABC-type transporter activity; mitochondrial inner membrane; ABC-type oligopeptide transporter activity; oligopeptide export from mitochondrion
OG0011776	binding:magnesium ion binding; dUTP diphosphatase activity; dUMP biosynthetic process; dUTP catabolic process
OG0011777	binding:metal ion binding
OG0011778	binding:regulation of cyclin-dependent protein serine/threonine kinase activity; protein kinase binding
OG0011779	unknown:plasma membrane; plasmodesma; membrane
OG0011780	unknown:catalytic activity; DNA repair
OG0011782	unknown:cytosol; response to water deprivation; response to water; cold acclimation; response to abscisic acid; membrane
OG0011783	transport:mitochondrial outer membrane; transmembrane transport; voltage-gated monoatomic anion channel activity; monoatomic anion transmembrane transport
OG0011784	binding:unfolded protein binding; vacuolar proton-transporting V-type ATPase complex assembly
OG0011785	binding:nucleus; base-excision repair, AP site formation; 8-oxo-7,8-dihydroguanine DNA N-glycosylase activity; catalytic activity; DNA repair; base-excision repair; damaged DNA binding; nucleotide-excision repair; oxidized purine nucleobase lesion DNA N-glycosylase activity
OG0011786	unknown:root development; shoot system development
OG0011791	binding:DNA-binding transcription factor activity; regulation of DNA-templated transcription; sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; nucleus; regulation of transcription by RNA polymerase II
OG0011792	signaling:cytokinin-activated signaling pathway; phosphorelay signal transduction system
OG0011795	binding:protein binding; polyubiquitin modification-dependent protein binding; ERAD pathway; misfolded protein binding; BAT3 complex
OG0011796	transport:plasma membrane; protein secretion
OG0011798	unknown:membrane; transmembrane transporter activity
OG0011801	catalytic activity:ubiquitin-protein transferase activity
OG0011803	unknown:plasma membrane; electron transfer activity
OG0011805	binding:nucleic acid binding; intracellular membrane-bounded organelle; developmental process
OG0011806	catalytic activity:mitochondrion; prostaglandin-E synthase activity
OG0011807	binding:structural constituent of ribosome; ribosome; translation; chloroplast; rRNA binding
OG0011808	binding:GTPase activity; GTP binding; cytoplasm; microtubule; microtubule binding; membrane
OG0011809	unknown:positive regulation of growth
OG0011810	binding:calcium ion binding
OG0011812	unknown:DNA-binding transcription factor activity; regulation of DNA-templated transcription; nucleus; positive regulation of DNA-templated transcription
OG0011813	binding:phosphoglycerate dehydrogenase activity; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; NAD binding
OG0011816	transport:oxygen binding; oxygen carrier activity; oxygen transport
OG0011817	unknown:chloroplast inner membrane; plant organ development
OG0011819	unknown:electron transfer activity; plasma membrane
OG0011820	transport:carbohydrate transport; membrane; sugar transmembrane transporter activity
OG0011821	transport:mitochondrial outer membrane; transmembrane transport; voltage-gated monoatomic anion channel activity; monoatomic anion transmembrane transport
OG0011824	carbohydrate metabolism:plasma membrane; cellulose microfibril organization; membrane; plant-type cell wall cellulose biosynthetic process
OG0011826	unknown:positive regulation of growth
OG0011827	unknown:mitochondrion
OG0011828	transport:protein targeting; intracellular protein transport; membrane
OG0011829	binding:transcription by RNA polymerase II; protein heterodimerization activity
OG0011830	binding:nuclear exosome (RNase complex); cytoplasmic exosome (RNase complex); exosome (RNase complex); exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA); RNA binding; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'; U4 snRNA 3'-end processing; exonucleolytic catabolism of deadenylated mRNA; CUT catabolic process; nuclear polyadenylation-dependent rRNA catabolic process; nuclear polyadenylation-dependent tRNA catabolic process; polyadenylation-dependent snoRNA 3'-end processing; nucleic acid binding
OG0011831	binding:auxin binding; cytokinesis by cell plate formation; unidimensional cell growth; positive regulation of DNA endoreduplication; positive regulation of cell size; positive regulation of cell division
OG0011833	catalytic activity:arylformamidase activity; tryptophan catabolic process to kynurenine
OG0011834	catalytic activity:ubiquitin-protein transferase activity; organelle organization; protein ubiquitination
OG0011835	unknown:mitochondrion; cytidine to uridine editing; mitochondrial mRNA modification
OG0011836	transport:membrane; transmembrane transport; NA; metal ion transport
OG0011838	unknown:biosynthetic process
OG0011840	unknown:chloroplast envelope
OG0011841	binding:protein peptidyl-prolyl isomerization; peptidyl-prolyl cis-trans isomerase activity; cytoplasm; protein folding; cyclosporin A binding
OG0011843	transport:channel activity; membrane; transmembrane transport
OG0011845	binding:calcium ion binding; phosphatidylserine decarboxylase activity; phospholipid biosynthetic process
OG0011846	binding:nucleoplasm; mitochondrion; cadherin binding
OG0011847	transport:inorganic phosphate transmembrane transporter activity; mitochondrial inner membrane; phosphate ion transmembrane transport; mitochondrial phosphate ion transmembrane transport
OG0011848	binding:protein binding; nucleus; promoter-specific chromatin binding
OG0011849	binding:rRNA processing; ribosome biogenesis; ribosomal small subunit binding
OG0011850	catalytic activity:serine-type endopeptidase activity; chloroplast membrane; membrane
OG0011851	catalytic activity:chlorophyll catabolic process; chlorophyllase activity
OG0011852	signaling:phosphorelay signal transduction system; nucleus; cytoplasm; cytokinin-activated signaling pathway; histidine phosphotransfer kinase activity; phosphorylation; protein histidine kinase binding
OG0011855	binding:nucleus; cytoplasm; protein folding chaperone; unfolded protein binding; protein-folding chaperone binding; chaperone-mediated protein folding
OG0011857	transport:vesicle-mediated transport; clathrin vesicle coat; endocytosis; membrane
OG0011858	transport:protein transmembrane transporter activity; mitochondrion targeting sequence binding; TIM22 mitochondrial import inner membrane insertion complex; protein insertion into mitochondrial inner membrane
OG0011859	transport:ESCRT III complex; multivesicular body; vesicle budding from membrane; vacuolar transport; cytoplasmic side of plasma membrane; late endosome to vacuole transport via multivesicular body sorting pathway
OG0011860	catalytic activity:histidine biosynthetic process; phosphoric ester hydrolase activity
OG0011861	binding:iron ion binding
OG0011862	catalytic activity:serine-type endopeptidase activity; proteolysis; serine-type peptidase activity
OG0011863	binding:DNA binding; ATP binding; double-strand break repair via homologous recombination; single-stranded DNA binding; nucleus; single-stranded DNA helicase activity; MCM complex
OG0011867	binding:zinc ion binding; RNA binding; RNA modification
OG0011868	unknown:nucleus
OG0011869	catalytic activity:chloroplast; protein-disulfide reductase (NAD(P)) activity; photosystem I assembly
OG0011870	unknown:Golgi apparatus; transport; membrane
OG0011871	transport:membrane; vesicle-mediated transport
OG0011873	transport:ESCRT I complex; endosome to lysosome transport; ubiquitin binding; protein transport; protein modification process
OG0011874	unknown:cytoplasm
OG0011875	binding:protein dimerization activity; DNA-binding transcription factor activity; nucleus; guard cell differentiation; stomatal complex development; positive regulation of DNA-templated transcription
OG0011877	binding:fatty acid binding; fatty acid metabolic process; chloroplast stroma; intramolecular lyase activity
OG0011878	binding:DNA binding; protein dimerization activity; DNA-binding transcription factor activity; nucleus; regulation of DNA-templated transcription
OG0011882	unknown:cytosol; proteasome assembly
OG0011884	unknown:signal transduction
OG0011885	unknown:peptide modification; plasma membrane
OG0011886	binding:4 iron, 4 sulfur cluster binding; mitochondrial respiratory chain complex I; mitochondrial electron transport, NADH to ubiquinone
OG0011888	catalytic activity:protein serine/threonine phosphatase activity; protein dephosphorylation; chloroplast
OG0011893	unknown:cytosol; chloroplast avoidance movement; chloroplast accumulation movement
OG0011894	binding:nucleic acid binding; zinc ion binding; metal ion binding; U12-type spliceosomal complex
OG0011895	binding:endopeptidase inhibitor activity; ubiquitin-dependent protein catabolic process; proteasome-mediated ubiquitin-dependent protein catabolic process; proteasome binding
OG0011896	binding:calcium ion binding; guanosine tetraphosphate metabolic process
OG0011899	binding:four-way junction DNA binding; telomere maintenance; double-strand break repair via homologous recombination; single-stranded DNA binding; replication fork; microtubule organizing center; reciprocal meiotic recombination; ATP-dependent activity, acting on DNA; Rad51B-Rad51C-Rad51D-XRCC2 complex; DNA strand invasion; DNA binding; ATP binding; DNA repair; ATP-dependent DNA damage sensor activity
OG0011901	binding:calcium ion binding; myosin II complex
OG0011902	unknown:structural constituent of ribosome; mitochondrial large ribosomal subunit
OG0011903	unknown:Mo-molybdopterin cofactor biosynthetic process
OG0011904	catalytic activity:ribonucleoside triphosphate phosphatase activity
OG0011905	binding:mRNA binding
OG0011907	binding:RNA binding; RNA modification; protein binding
OG0011908	transport:plasmodesma; plasmodesmata-mediated intercellular transport; transport of virus in multicellular host
OG0011909	binding:protein kinase activity; protein phosphorylation; ATP binding
OG0011910	signaling:phosphorelay signal transduction system; nucleus; cytoplasm; cytokinin-activated signaling pathway; histidine phosphotransfer kinase activity; phosphorylation; protein histidine kinase binding
OG0011911	binding:RNA binding; RNA modification; zinc ion binding
OG0011912	immune/defense:defense response to bacterium; defense response to fungus; RNA nuclease activity; defense response
OG0011913	binding:oxidoreductase activity; FMN binding; NAD(P)H dehydrogenase (quinone) activity; membrane
OG0011914	binding:mRNA splicing, via spliceosome; U2 snRNP; precatalytic spliceosome; catalytic step 2 spliceosome; RNA binding; nucleic acid binding
OG0011916	binding:peroxidase activity; response to oxidative stress; heme binding
OG0011917	unknown:cytosol; DNA repair; nuclear speck; regulation of sister chromatid segregation; maintenance of rDNA; negative regulation of double-strand break repair via homologous recombination
OG0011919	unknown:nucleus; regulation of DNA-templated transcription
OG0011920	binding:transcription cis-regulatory region binding; Set1C/COMPASS complex; NA; protein binding
OG0011921	signaling:chromatin binding; ATP binding; ATP hydrolysis activity; DNA replication origin binding; nuclear origin of replication recognition complex; DNA replication initiation; mitotic DNA replication checkpoint signaling
OG0011922	binding:leading strand elongation; DNA damage response; epsilon DNA polymerase complex; CHRAC; chromatin DNA binding; heterochromatin formation; protein heterodimerization activity
OG0011923	transport:endoplasmic reticulum; zinc ion transport; intracellular zinc ion homeostasis; monoatomic cation transmembrane transporter activity
OG0011924	binding:nucleic acid binding; zinc ion binding
OG0011926	unknown:membrane; transmembrane transporter activity
OG0011927	catalytic activity:carboxy-lyase activity; hydrolase activity
OG0011929	unknown:chloroplast thylakoid membrane; photosynthetic electron transport in photosystem I; NAD(P)H dehydrogenase complex (plastoquinone)
OG0011931	transport:monoatomic cation transport; intracellular calcium ion homeostasis; monoatomic cation transmembrane transporter activity; plant-type vacuole membrane; calcium:proton antiporter activity; membrane; calcium ion transmembrane transport; transmembrane transport
OG0011933	unknown:regulation of transcription by RNA polymerase II; NuA4 histone acetyltransferase complex
OG0011934	unknown:spliceosomal tri-snRNP complex assembly; mRNA splicing, via spliceosome; U4 snRNP; U4/U6 x U5 tri-snRNP complex; precatalytic spliceosome; spliceosomal tri-snRNP complex
OG0011935	binding:ATP binding; ATP hydrolysis activity
OG0011937	transport:intracellular protein transport; small GTPase binding; nuclear envelope; cytosol; protein import into nucleus
OG0011939	catalytic activity:oxidoreductase activity
OG0011940	binding:protein binding; cytosol; cytoplasmic sequestering of NF-kappaB; NF-kappaB binding; cellular response to tumor necrosis factor; nucleus
OG0011941	unknown:nucleus; regulation of DNA-templated transcription; regulation of transcription by RNA polymerase II; NuA4 histone acetyltransferase complex; H4/H2A histone acetyltransferase complex
OG0011943	unknown:chloroplast; cytochrome b6f complex assembly
OG0011944	signaling:nucleic acid binding; zinc ion binding; DNA replication checkpoint signaling; DNA binding; replication fork protection complex; replication fork arrest; NA; nucleus; DNA damage response; replication fork processing
OG0011947	binding:protein binding
OG0011949	catalytic activity:oxidoreductase activity
OG0011953	binding:alpha DNA polymerase:primase complex; DNA replication initiation; DNA binding; DNA replication
OG0011954	binding:protein kinase activity; protein phosphorylation; plasma membrane; ATP binding
OG0011961	catalytic activity:rRNA processing; transferase activity; maturation of SSU-rRNA; 18S rRNA aminocarboxypropyltransferase activity
OG0011962	catalytic activity:RNA polymerase I activity; RNA polymerase II activity; RNA polymerase III activity; DNA-directed 5'-3' RNA polymerase activity; RNA polymerase II, core complex; RNA polymerase III complex; RNA polymerase I complex; DNA-templated transcription
OG0011965	transport:magnesium ion transmembrane transporter activity; magnesium ion transport
OG0011966	binding:protein binding
OG0011967	unknown:response to heat; regulation of abscisic acid biosynthetic process
OG0011969	signaling:positive regulation of SREBP signaling pathway; alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity
OG0011970	catalytic activity:hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process; beta-glucosidase activity
OG0011972	binding:microtubule motor activity; ATP binding; microtubule-based movement; microtubule binding; microtubule-based process; microtubule cytoskeleton
OG0011974	binding:nucleic acid binding; RNA-DNA hybrid ribonuclease activity
OG0011975	unknown:nucleus; 90S preribosome
OG0011976	binding:protein binding
OG0011977	catalytic activity:protein disulfide isomerase activity; chloroplast; chloroplast organization
OG0011978	binding:peroxidase activity; response to oxidative stress; heme binding
OG0011979	catalytic activity:glycosyltransferase activity
OG0011980	unknown:structural constituent of ribosome; mitochondrial small ribosomal subunit; translation; small ribosomal subunit; ribosome
OG0011982	binding:cyanate catabolic process; cyanate hydratase activity; DNA binding
OG0011983	catalytic activity; binding:protein kinase activity; protein phosphorylation; cytoplasm; signal transduction; ATP binding; protein serine/threonine kinase activity
OG0011985	binding:procollagen-proline 4-dioxygenase activity; endoplasmic reticulum; peptidyl-proline hydroxylation to 4-hydroxy-L-proline; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; L-ascorbic acid binding
OG0011986	binding:RNA binding; nucleus; nucleic acid binding
OG0011987	catalytic activity:endoplasmic reticulum membrane; 3-keto-sphinganine metabolic process; sphingolipid biosynthetic process; 3-dehydrosphinganine reductase activity
OG0011988	binding:nucleic acid binding; zinc ion binding; tRNA binding; ribosomal large subunit binding; rescue of stalled ribosome; RQC complex; ribosome-associated ubiquitin-dependent protein catabolic process
OG0011989	unknown:chloroplast thylakoid membrane; chloroplast envelope
OG0011990	binding:protein binding
OG0011991	catalytic activity:long-chain fatty acid [acyl-carrier-protein] ligase activity; chloroplast; fatty acid elongation
OG0011992	transport:membrane; transmembrane transporter activity; transmembrane transport
OG0011994	catalytic activity:ubiquitin-protein transferase activity
OG0011996	unknown:cytosol
OG0011997	transport:amino acid transmembrane transport; vacuolar membrane; L-amino acid transmembrane transporter activity; membrane
OG0011998	unknown:mitochondrion; tricarboxylic acid cycle; mitochondrial electron transport, succinate to ubiquinone; protein-FAD linkage; mitochondrial respiratory chain complex II assembly
OG0011999	unknown:mitochondrial respiratory chain complex I; mitochondrial electron transport, NADH to ubiquinone
OG0012000	unknown:cell fate determination
OG0012001	catalytic activity:aspartic-type endopeptidase activity; proteolysis; lipid metabolic process
OG0012003	catalytic activity:O-methyltransferase activity; S-adenosylmethionine-dependent methyltransferase activity
OG0012004	catalytic activity:hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process
OG0012006	binding:RNA binding
OG0012008	binding:RNA binding; mRNA splicing, via spliceosome; mRNA binding; snRNA binding; precatalytic spliceosome; nucleic acid binding
OG0012009	binding:zinc ion binding; nucleus; ubiquitin-dependent protein catabolic process; protein ubiquitination; ubiquitin protein ligase activity; metal ion binding
OG0012010	catalytic activity:endomembrane system; hydrolase activity
OG0012013	binding:nucleic acid binding; alanine-tRNA ligase activity; ATP binding; alanyl-tRNA aminoacylation; nucleotide binding
OG0012014	transport:mitochondrial intermembrane space; protein-disulfide reductase activity; protein maturation by protein folding; protein import into mitochondrial intermembrane space
OG0012015	catalytic activity:mitochondrial inner membrane; ubiquinone biosynthetic process; transferase activity; transferase activity, transferring alkyl or aryl (other than methyl) groups; 4-hydroxybenzoate nonaprenyltransferase activity; membrane
OG0012017	binding:protein binding
OG0012018	binding:oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; NAD binding
OG0012019	catalytic activity:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen; chloroplast stroma; carotenoid dioxygenase activity; carotene catabolic process; 9-cis-epoxycarotenoid dioxygenase activity
OG0012021	unknown:generation of catalytic spliceosome for second transesterification step
OG0012022	unknown:chloroplast organization; chloroplast nucleoid; plastid transcription
OG0012023	binding; catalytic activity:metal ion binding; protein ubiquitination; ubiquitin protein ligase activity
OG0012024	transport:ATP binding; ATP hydrolysis activity; ATP-dependent peptidase activity; proteolysis; chloroplast; protein import into chloroplast stroma; metalloendopeptidase activity
OG0012025	transport:endosome; intercellular transport; protein binding
OG0012026	binding:D-alanine-D-alanine ligase activity; chloroplast; ATP binding; metal ion binding
OG0012030	binding:endoplasmic reticulum; endoplasmic reticulum membrane; protein-disulfide reductase activity; thiol oxidase activity; protein folding in endoplasmic reticulum; FAD binding
OG0012031	catalytic activity:4-hydroxy-tetrahydrodipicolinate reductase; lysine biosynthetic process via diaminopimelate; chloroplast stroma; diaminopimelate biosynthetic process
OG0012033	binding:actin binding
OG0012034	unknown:DNA-templated transcription elongation
OG0012036	unknown:RNA processing
OG0012037	carbohydrate metabolism:galactose metabolic process; UDP-glucose:hexose-1-phosphate uridylyltransferase activity
OG0012039	binding:iron-sulfur cluster binding; chloroplast
OG0012042	catalytic activity:3-dehydroquinate synthase activity; aromatic amino acid family biosynthetic process; oxidoreductase activity
OG0012044	binding:protein kinase activity; ATP binding; protein phosphorylation; protein binding
OG0012046	unknown:regulation of DNA-templated transcription
OG0012048	binding:RNA binding
OG0012049	catalytic activity:hydrolase activity
OG0012050	binding:protein binding; spliceosomal complex assembly; mRNA splicing, via spliceosome; Prp19 complex; U2-type catalytic step 2 spliceosome; precatalytic spliceosome; post-mRNA release spliceosomal complex; RNA processing
OG0012051	unknown:chloroplast thylakoid membrane
OG0012052	catalytic activity:nucleoside phosphate metabolic process; ribose phosphate metabolic process; ADP-ribose pyrophosphohydrolase activity; ADP-glucose pyrophosphohydrolase activity
OG0012054	binding:DNA-templated transcription; sequence-specific DNA binding
OG0012055	binding:zinc ion binding; chromatin; protein sumoylation; SUMO ligase activity
OG0012056	catalytic activity:D-cysteine desulfhydrase activity
